No.,Accounts,Sap,Name,RM,Status,Facility,Principal (MYR),Overdue Date,Overdue (Days),Overdue (Amount),RU Date,1st Disbursement,1st Repayment,Approved Date,LO Issuance,LO Acceptance,FA Date,AP Date,Maturity Date,Annual Review,Watchlist Review,Approval R&R,Effective R&R,Classified Watchlist,Declassified Watchlist,Impaired Date,Partial Write off Date,Write off Date,Cancellation/Settled Date
1,330801137110043700,501225,SUNNITE TIMUR SDN BHD,"",Active,Supplier Financing - i (Revolving) (Pre& Post),257306.8,1900-01-01 00:00:00,0,0,2025-06-30 00:00:00,2025-07-17 00:00:00,1900-01-01 00:00:00,2024-10-09 00:00:00,2024-10-14 00:00:00,2024-10-27 00:00:00,1900-01-01 00:00:00,2026-10-09 00:00:00,2026-10-09 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137113031900,501112,ENERGY EQUIPMENT TECH SDN. BHD,Mahayu Binti Hosnodin,Active,Vendor Financing Scheme - i,0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2023-11-10 00:00:00,1900-01-01 00:00:00,2023-09-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,2023-10-10 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2024-04-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137117032500,"",URBAN PINNACLE SDN. BHD.,Muhammad Hafani bin Mohd Hussain,Active,Bank Guarantee -i (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2024-01-29 00:00:00,1900-01-01 00:00:00,2023-09-21 00:00:00,2023-10-04 00:00:00,2023-10-17 00:00:00,2023-12-11 00:00:00,1900-01-01 00:00:00,2030-05-09 00:00:00,2024-09-23 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137117040800,"",OM MATERIALS (SARAWAK) SDN BHD,"",Active,Bank Guarantee -i (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,2024-12-10 00:00:00,2025-03-24 00:00:00,2025-03-27 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,2025-12-10 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137120039700,501220,MAC WORLD INDUSTRIES SDN BHD,"",Active,Supplier Financing -i (Multi Option Facility),19439736.5,1900-01-01 00:00:00,0,0,2025-02-05 00:00:00,2025-02-27 00:00:00,1900-01-01 00:00:00,2024-11-13 00:00:00,2024-11-26 00:00:00,2024-11-26 00:00:00,1900-01-01 00:00:00,2025-11-13 00:00:00,2025-11-13 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137121041300,501240,MHC COLDSTORAGE SDN BHD,"",Active,Revolving-i,5000000,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2025-04-29 00:00:00,1900-01-01 00:00:00,2024-09-23 00:00:00,2024-10-02 00:00:00,2024-10-21 00:00:00,1900-01-01 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137121042800,501245,IRADAR SDN. BHD.,"",Active,Revolving-i,920400,1900-01-01 00:00:00,0,0,2025-05-23 00:00:00,2025-06-17 00:00:00,1900-01-01 00:00:00,2025-02-05 00:00:00,2025-02-10 00:00:00,2025-02-20 00:00:00,1900-01-01 00:00:00,2026-02-05 00:00:00,2026-02-05 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137216005800,"",OM MATERIALS (SARAWAK) SDN BHD,Nur Addina Binti Md Heryzal,Active,Bank Guarantee (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2013-07-26 00:00:00,1900-01-01 00:00:00,2024-04-01 00:00:00,2024-07-30 00:00:00,2024-07-30 00:00:00,2019-06-18 00:00:00,1900-01-01 00:00:00,2025-12-28 00:00:00,2024-10-29 00:00:00,2020-10-28 00:00:00,,,2020-01-28 00:00:00,2023-04-20 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137110035100,501157,WHITEX GARMENTS SDN BHD,"",Active,Supplier Financing - i (Revolving) (Pre& Post),33993162,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2025-03-24 00:00:00,1900-01-01 00:00:00,2024-05-13 00:00:00,2024-05-21 00:00:00,2024-05-23 00:00:00,1900-01-01 00:00:00,2026-06-09 00:00:00,2026-06-09 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137110035500,501156,BOUSTEAD PETROLEUM MARKETING SDN BHD,Ahmad Syukri bin Abdullah,Active,Supplier Financing - i (Revolving) (Pre& Post),0,1900-01-01 00:00:00,0,0,2023-11-30 00:00:00,2024-08-02 00:00:00,1900-01-01 00:00:00,2022-12-15 00:00:00,2022-12-23 00:00:00,2023-01-27 00:00:00,2023-06-26 00:00:00,2024-12-13 00:00:00,2026-04-23 00:00:00,2025-01-27 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137112040700,501241,OM MATERIALS (SARAWAK) SDN BHD,"",Active,Letter of Credit/Trust Receipt-i,89329167.4,1900-01-01 00:00:00,0,0,2025-04-09 00:00:00,2025-04-11 00:00:00,1900-01-01 00:00:00,2024-12-10 00:00:00,2025-03-24 00:00:00,2025-03-27 00:00:00,1900-01-01 00:00:00,2025-12-10 00:00:00,2025-12-10 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137117007100,"",Destini Prima Sdn Bhd,Irwan Budi bin Alias,Active-Watchlist,Bank Guarantee -i (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2018-05-02 00:00:00,1900-01-01 00:00:00,2014-01-07 00:00:00,2014-01-15 00:00:00,2014-01-20 00:00:00,2014-01-21 00:00:00,1900-01-01 00:00:00,2025-10-02 00:00:00,2024-02-08 00:00:00,,,,2022-10-05 00:00:00,1900-01-01 00:00:00,2019-07-04 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137117024500,BG-I,SMH RAIL SDN BHD,'-,Active,Bank Guarantee -i (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,2018-03-08 00:00:00,2018-03-30 00:00:00,2018-04-16 00:00:00,2018-08-28 00:00:00,1899-12-30 00:00:00,1900-01-01 00:00:00,2022-05-24 00:00:00,2020-11-28 00:00:00,,,2020-02-27 00:00:00,1900-01-01 00:00:00,2021-08-09 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137120040400,501232,FABULOUS SUNVIEW SDN BHD,"",Active,Supplier Financing -i (Multi Option Facility),20877957.28,1900-01-01 00:00:00,0,0,2025-03-03 00:00:00,2025-03-27 00:00:00,1900-01-01 00:00:00,2024-09-18 00:00:00,2024-10-01 00:00:00,2024-10-11 00:00:00,1900-01-01 00:00:00,2025-09-18 00:00:00,2025-09-18 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137121029400,501086,BOUSTEAD PETROLEUM MARKETING SDN BHD,Ahmad Syukri bin Abdullah,Active,Revolving-i,10657500,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2023-09-18 00:00:00,1900-01-01 00:00:00,2022-12-15 00:00:00,2022-12-23 00:00:00,2023-01-27 00:00:00,2023-06-26 00:00:00,2025-11-25 00:00:00,2025-11-25 00:00:00,2025-01-27 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137122029100,501085,WSA VENTURE AUSTRALIA (M) SDN BHD,Nurin Akmar Zulkifli,Active,LC -i / TR- i ( Multi Option Facility ),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2023-06-22 00:00:00,1900-01-01 00:00:00,2022-03-25 00:00:00,2022-05-05 00:00:00,2022-05-19 00:00:00,1899-12-30 00:00:00,2025-04-30 00:00:00,1900-01-01 00:00:00,2024-06-14 00:00:00,,,,2019-11-26 00:00:00,2022-03-25 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137131044000,501263,PERTAMA FERROALLOYS SDN. BHD.,"",Active,Supplier Financing-i (Revolving) (Pre-Shipment),85260000,1900-01-01 00:00:00,0,0,2025-07-30 00:00:00,2025-07-31 00:00:00,1900-01-01 00:00:00,2025-02-12 00:00:00,2025-02-19 00:00:00,2025-03-04 00:00:00,1900-01-01 00:00:00,2026-02-12 00:00:00,2026-02-12 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802137216004600,"",SMH RAIL SDN BHD,Ahmad Syukri bin Abdullah,Active,Bank Guarantee (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2025-04-07 00:00:00,1900-01-01 00:00:00,2022-11-08 00:00:00,2022-11-17 00:00:00,2022-11-23 00:00:00,2018-08-28 00:00:00,2023-05-24 00:00:00,2026-01-09 00:00:00,2024-11-08 00:00:00,2021-03-01 00:00:00,,,2024-04-30 00:00:00,2022-05-24 00:00:00,2021-08-09 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330802224216003200,"",PRINSIPTEK INTERNATIONAL LTD,Koh May Ling,Active-Watchlist,Bank Guarantee (Trade),0,1900-01-01 00:00:00,0,0,1900-01-01 00:00:00,2012-02-02 00:00:00,1900-01-01 00:00:00,2023-08-14 00:00:00,2023-08-22 00:00:00,2023-08-22 00:00:00,2011-08-12 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,2024-11-25 00:00:00,,,,2021-12-02 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
1,330801137122043900,501161,ANN JOO INTEGRATED STEEL SDN BHD,,Active,LC -i / TR- i ( Multi Option Facility ),2977127.7,,0,0,1900-01-01 00:00:00,2025-07-29 00:00:00,1900-01-01 00:00:00,2024-05-30 00:00:00,2024-06-12 00:00:00,2024-06-24 00:00:00,1900-01-01 00:00:00,2026-05-30 00:00:00,2026-05-30 00:00:00,1900-01-01 00:00:00,,,,1900-01-01 00:00:00,,1900-01-01 00:00:00,,1900-01-01 00:00:00,1900-01-01 00:00:00
